[17:31:55] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:31:55] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:31:55] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:31:55] [main/DEBUG] [FML]: Injecting tracing printstreams for STDOUT/STDERR.
[17:31:55] [main/INFO] [FML]: Forge Mod Loader version 14.23.5.2847 for Minecraft 1.12.2 loading
[17:31:55] [main/INFO] [FML]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_321, running on Windows 10:amd64:10.0, installed at C:\Program Files\Java\jre1.8.0_321
[17:31:55] [main/DEBUG] [FML]: Java classpath at launch is:
[17:31:55] [main/DEBUG] [FML]:     forge-1.12.2-14.23.5.2847-universal.jar
[17:31:55] [main/DEBUG] [FML]:     log4jfix/Log4jPatcher-1.0.0.jar
[17:31:55] [main/DEBUG] [FML]: Java library path at launch is:
[17:31:55] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\Sun\Java\bin
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS
[17:31:55] [main/DEBUG] [FML]:     C:\Users\unai\Saved Games\Python\Scripts\
[17:31:55] [main/DEBUG] [FML]:     C:\Users\unai\Saved Games\Python\
[17:31:55] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[17:31:55] [main/DEBUG] [FML]:     C:\ProgramData\Oracle\Java\javapath
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\Wbem
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\WindowsPowerShell\v1.0\
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\OpenSSH\
[17:31:55] [main/DEBUG] [FML]:     C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\Wbem
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\WindowsPowerShell\v1.0\
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\OpenSSH\
[17:31:55] [main/DEBUG] [FML]:     C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR
[17:31:55] [main/DEBUG] [FML]:     C:\Program Files\Git\cmd
[17:31:55] [main/DEBUG] [FML]:     C:\Users\unai\AppData\Local\Microsoft\WindowsApps
[17:31:55] [main/DEBUG] [FML]:     
[17:31:55] [main/DEBUG] [FML]:     C:\Users\unai\AppData\Local\Programs\Microsoft VS Code\bin
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@23b1a5db' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@4d1869e5)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/management/chests_in_boats/boat_carry_chest' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@56b79b69' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@a78cc90)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/management/arrow_scrolling/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@24492f79' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@2a902d54)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/management/arrow_scrolling/arrow_rotation' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@409697bc' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@c46cf72)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/experimental/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@61990b64' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@4ac8708e)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/experimental/parrots_say_despacito/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@3e17351c' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@49050f3)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/experimental/parrots_say_despacito/despacito_parrots' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@2dfba92e' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@243ee01f)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/experimental/collateral_piston_movement/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@23069e51' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@2517450a)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/experimental/collateral_piston_movement/collateral_piston_movement' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@55552a5f' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@63816f2)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@11dbe472' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@e7bdc56)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/unrestricted_flower_pots/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@72000814' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@34c90f20)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/unrestricted_flower_pots/all_flower_pots' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@7a7f85bf' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@2a367fca)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/tie_leads_to_fences/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@58048230' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@24c8261f)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/tie_leads_to_fences/tie_fences' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@221c1d44' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@3bcdfee2)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/place_blaze_rods/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@4724eea9' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@2239d08c)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/place_blaze_rods/placeable_blaze_rod' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@600d1fb2' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@3463d7bf)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/new_banner_motifs/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@54d2363c' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@3883319a)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/new_banner_motifs/new_banner' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@30fb59b7' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@1a8fae38)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/more_banner_layers/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@5f290883' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@7e87ed1d)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/more_banner_layers/layered_banner' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@145b259b' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@7342b746)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/flat_item_frames/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@6438d4bd' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@25162222)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/decoration/flat_item_frames/flat_item_frame' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@68acace6' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@eb2ce32)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/client/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@2c0d6e65' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@389e5ef4)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/client/subtler_shields/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@35d81e9d' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@2d83854a)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/client/subtler_shields/subtler_shield' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@6abaa8d9' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@20992284)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/client/random_animal_textures/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@5540ecfc' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@64589acb)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/client/random_animal_textures/shiny_animal_textures' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@5b9b1af9' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@327f8e0c)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/client/random_animal_textures/random_animal_textures' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@600ab3b3' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@40a4e3bb)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/client/angry_creepers/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@43eb6584' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@daa9c1b)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/client/angry_creepers/angry_creeper' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@38883136' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@5fd6b4a7)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@47892d9c' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@1e1a2b32)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/pistons_push_pull_items/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@6762b846' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@d7b5b81)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/pistons_push_pull_items/sticky_piston_pull' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@390627f' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@4c9c8a84)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/pistons_push_pull_items/piston_push' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@3ecebbd9' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@693e48d2)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/pistons_move_tile_entities/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@69bd5c10' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@415d3309)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/pistons_move_tile_entities/piston_move' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@a065888' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@11e5f9c2)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/hungry_animals/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@123b6a32' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@3a56d607)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/hungry_animals/animals_eat_floor_food' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@2ac1bdd' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@3c39c9a3)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/dispensers_play_records/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@759a5eec' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@797048b6)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/dispensers_play_records/dispenser_playing_records' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@1be0d6b6' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@696670b8)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/dispensers_place_blocks/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@4e2c3e46' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@3562eacd)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/dispensers_place_blocks/dispenser_placing_blocks' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@282acfb1' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@721389bc)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/dispenser_planting/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@5d6257b6' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@7ff4fa55)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:vanilla/automation/dispenser_planting/farmer_dispenser' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@15de55d' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@6fedc2a3)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:mod/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@20fdf70f' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@78039717)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:mod/world/' because it was filtered
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Attempting to read file 'com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@161ae247' (relative: com.aaronhowser1.dymm.shade.net.thesilkminer.mc.boson.implementation.loader.BosonLoader$LocationPathWrapper@17e3c2fd)
[17:34:34] [Server thread/DEBUG] [[DYMM Shade] Boson Loader/Documentation Loader]: Skipping processing of file 'quark:mod/world/wraiths_and_curses/' because it was filtered
